,idx,channel_url,date,message,views,forwards,entities,tickers,sentiment,label
770,32647,https://t.me/cbrstocks,2022-02-15 11:50:42+00:00,Россети Центр (MRKC) нацелены на повышение дивидендной доходности компании — топ-менеджер компании,24956.0,12.0,Россети Центр (MRKC),россети,Positive,1
771,32648,https://t.me/cbrstocks,2022-02-15 11:30:28+00:00,"Россети Центр (MRKC) ожидают прибыль в 2021 году в 3.8 млрд руб, EBITDA — 19.76 млрд Результаты 2020 года: • Чистая прибыль 2.05 млрд • EBITDA 20.3 млрд",25096.0,12.0,Россети Центр (MRKC),россети,Positive,1
772,32673,https://t.me/cbrstocks,2022-02-15 08:02:55+00:00,История отчетностей Яндекса Сегодня компания опубликует финансовые результаты за 4 квартал и весь 2021 год EPS — прибыль на акцию USD Beat/Miss — Лучше/Хуже прогноза Revenue — Выручка YoY — Изменение г/г,22561.0,10.0,Яндекса,яндекс,Neutral,0
773,32703,https://t.me/cbrstocks,2022-02-14 12:53:58+00:00,Акции Сбера начали активно откупать после начала встречи Путина и Лаврова Сделки с аномальным объемом замечены Шпионом Сигналов РЦБ,28617.0,77.0,Сбера,сбер,Positive,1
774,32721,https://t.me/cbrstocks,2022-02-14 08:55:02+00:00,В европейских ПХГ осталось менее 10% от закачанного летом газа — Газпром Общий уровень заполненности ПХГ Европы – меньше 34%.,25279.0,21.0,Газпром,газпром,Negative,2
775,32773,https://t.me/cbrstocks,2022-02-11 15:28:30+00:00,Роснефть ожидает дальнейшего роста дивидендов в будущем,23051.0,4.0,Роснефть,роснефть,Positive,1
776,32845,https://t.me/cbrstocks,2022-02-11 07:16:00+00:00,Прибыль за 2021 год обеспечит рекордные дивиденды Роснефти — СЕО Сечин Дивиденды составят 48.4 руб на акцию. Доходность ~8.5%,20459.0,92.0,Роснефти,роснефть,Positive,1
777,32846,https://t.me/cbrstocks,2022-02-11 07:05:08+00:00,Роснефть: МСФО 2021 Выручка: 8.76 трлн руб (+52.2% г/г) EBITDA: 2.33 трлн руб (+92.7% г/г) FCF: 1.044 трлн руб (2.5х г/г) Чистая прибыль: рекордные 883 млрд руб (годом ранее 132 млрд) Добыча газа: 64.75 млрд кубов (+3.1% г/г) Подробные результаты,20712.0,78.0,Роснефть,роснефть,Positive,1
778,32849,https://t.me/cbrstocks,2022-02-11 06:02:30+00:00,"ВТБ повысил ставки по депозитам, рост составил до 1.5 п. п. Максимальная доходность 10% годовых.",23427.0,98.0,ВТБ,втб,Positive,1
779,32880,https://t.me/cbrstocks,2022-02-10 11:19:09+00:00,Финансовые расходы Норникеля в 2021 году снизились на 68%,20187.0,14.0,Норникеля,норникель,Positive,1
780,32881,https://t.me/cbrstocks,2022-02-10 11:15:07+00:00,Норникель снизил прогноз по профициту никеля на мировом рынке в 2022 году с 58 тыс. тонн до 42 тыс.,19855.0,3.0,Норникель,норникель,Positive,1
781,32882,https://t.me/cbrstocks,2022-02-10 11:13:38+00:00,Норникель прогнозирует дефицит на мировом рынке меди в 2022 году в 82 тыс. тонн вместо ожидаемого ранее профицита,19398.0,27.0,Норникель,норникель,Negative,2
782,32910,https://t.me/cbrstocks,2022-02-10 08:32:45+00:00,"Фосагро (PHOR): МСФО за 4 квартал EBITDA 61.52 млрд руб (прогноз 61.4 млрд, 3.5х г/г) Скорр. чистая прибыль 45.14 млрд руб (прогноз 42.9 млрд) FCF 22.9 млрд руб (+11% кв/кв) По итогам года EBITDA составила рекордные 191 млрд рублей Подробные результаты",19711.0,22.0,Фосагро (PHOR),фосагро,Positive,1
783,32916,https://t.me/cbrstocks,2022-02-10 07:50:52+00:00,Атон подтвердил рейтинг акций Фосагро (PHOR) Выше рынка после объявления дивидендов,18882.0,10.0,Фосагро (PHOR),фосагро,Neutral,0
784,32936,https://t.me/cbrstocks,2022-02-09 14:21:14+00:00,Цены на продукцию Фосагро за год выросли на 180-320%,21564.0,38.0,Фосагро,фосагро,Negative,2
785,32942,https://t.me/cbrstocks,2022-02-09 13:25:49+00:00,Фосагро (PHOR) рекомендует дивиденд 390 рублей на акцию за 4 квартал Доходность 6.7%,20005.0,85.0,Фосагро (PHOR),фосагро,Neutral,0
786,32952,https://t.me/cbrstocks,2022-02-09 10:04:24+00:00,"Сейчас у Газпром нефти рекордная суточная добыча. Добыча в январе и феврале больше, чем до пандемии — Дюков",21549.0,15.0,Газпром,газпром,Positive,1
787,32987,https://t.me/cbrstocks,2022-02-08 14:00:12+00:00,"Газпром (GAZP) недоволен, что Кишинев назначил аудитора долга без его мнения, компания сомневается в объективности аудита",21430.0,3.0,Газпром (GAZP),газпром,Negative,2
788,32991,https://t.me/cbrstocks,2022-02-08 13:21:57+00:00,Северсталь с 1 апреля повысит зарплату сотрудникам на 9%,21115.0,123.0,Северсталь,северсталь,Positive,1
789,33049,https://t.me/cbrstocks,2022-02-07 15:23:53+00:00,По газопроводу «Северный поток» в 2021 году транспортировано 59.2 млрд кубометров природного газа. Газопровод был загружен на уровне рекордного 2020 года — Газпром,20968.0,2.0,Газпром,газпром,Positive,1
790,33089,https://t.me/cbrstocks,2022-02-07 06:41:26+00:00,"Газпром вновь наращивает транзит через Украину, Ямал-Европа остается невостребованным",23179.0,9.0,Газпром,газпром,Neutral,0
791,33108,https://t.me/cbrstocks,2022-02-04 14:16:28+00:00,"Роснефть заявила, что ее новая сделка с Китаем оценивается в $80 млрд",21984.0,30.0,Роснефть,роснефть,Neutral,0
792,33153,https://t.me/cbrstocks,2022-02-04 07:59:41+00:00,"Для сравнения, поставки Газпрома в Европу в 2021 году составили 185 млрд кубов.",22128.0,15.0,Газпрома,газпром,Neutral,0
793,33175,https://t.me/cbrstocks,2022-02-03 14:23:10+00:00,У НЛМК есть план на случай новых санкций — СЕО компании,22706.0,10.0,НЛМК,нлмк,Positive,1
794,33211,https://t.me/cbrstocks,2022-02-03 05:01:59+00:00,Фокус недели Сегодня НЛМК (NLMK): МСФО за 4 квартал 2021 Китай: выходной Еврозона: решение по процентной ставке (15:45 мск) США: заявки на пособие по безработице (16:30 мск) 4 февраля Магнит (MGNT): операционные и неаудированные финансовые результаты за 2021 г Китай: выходной США: Non-farm Payrolls (16:30 мск) 7 февраля Сбер (SBER): РСБУ за январь 8 февраля Полюс (PLZL): операционные результаты за 2021 г,26696.0,11.0,Сбер (SBER),сбер,Neutral,0
795,33229,https://t.me/cbrstocks,2022-02-02 15:09:27+00:00,"СЕО Сбербанка Греф заявил, что поддерживает запрет криптовалют в России качестве платежных средств, однако не стоит запрещать производные на такие активы",22837.0,38.0,Сбербанка,сбер,Neutral,0
796,33243,https://t.me/cbrstocks,2022-02-02 13:12:20+00:00,Ozon (OZON): операционные результаты за 4 квартал 2021 GMV с учетом услуг — 175 млрд руб (2.3х г/г) Ожидает рост GMV в 2022 году на 80% или более GMV — общий объём оборота товаров,20451.0,62.0,Ozon (OZON),озон,Positive,1
797,33275,https://t.me/cbrstocks,2022-02-02 06:13:39+00:00,Татнефть в январе увеличила добычу нефти до 2.41 млн тонн (+237.7 тыс. тонн),21456.0,14.0,Татнефть,татнефть,Positive,1
798,33306,https://t.me/cbrstocks,2022-02-01 11:32:02+00:00,Газпром в январе увеличил добычу газа на 1% г/г до 47.4 млрд кубометров Экспорт в дальнее зарубежье снизился на 41.3% г/г,22164.0,5.0,Газпром,газпром,Positive,1
799,33328,https://t.me/cbrstocks,2022-02-01 06:27:22+00:00,Заявка Газпрома на транзит через Украину на 1 февраля составила 108 млн кубов — вдвое больше средней прокачки за январь,21625.0,14.0,Газпрома,газпром,Positive,1
800,33366,https://t.me/cbrstocks,2022-01-31 10:19:07+00:00,Алроса в январе повысила цены примерно на 10% из-за дефицита предложения — Rapaport Мелкие недорогие алмазы +12-18%. Дорогие товары +5-7%.,23792.0,35.0,Алроса,алроса,Negative,1
801,33375,https://t.me/cbrstocks,2022-01-31 08:08:00+00:00,Лукойл (LKOH) 24-28 января выкупил 263 832 акции и 475 157 расписок,23335.0,40.0,Лукойл (LKOH),лукойл,Neutral,0
802,33393,https://t.me/cbrstocks,2022-01-28 15:58:25+00:00,Акции Ozon с момента открытия рынка в США упали более чем на 5%,37188.0,69.0,Ozon,озон,Negative,2
803,33432,https://t.me/cbrstocks,2022-01-27 09:24:04+00:00,Фосагро (PHOR): операционные результаты за 2021 год Выпуск удобрений — 10.3 млн (+3.3% г/г) Продажи удобрений — 10.3 млн )+3% г/г) Подробные результаты,27406.0,22.0,Фосагро (PHOR),фосагро,Positive,1
804,33437,https://t.me/cbrstocks,2022-01-27 07:13:39+00:00,Газпромбанк ожидает роста акций Самолета после публикации операционных результатов компании,25759.0,14.0,Газпромбанк,газпром,Positive,1
805,33438,https://t.me/cbrstocks,2022-01-27 07:11:14+00:00,Прогноз Polymetal (POLY) на 2022 год Производство — 1.7 млн унций золотого эквивалента Денежные затраты — $850-900 на унцию золотого эквивалента (+20% к 2021 году) Капзатраты — $700 млн (+$90 млн к 2021 году),25520.0,16.0,Polymetal (POLY),полиметалл,Positive,1
806,33529,https://t.me/cbrstocks,2022-01-25 08:30:50+00:00,Атон подтвердил рейтинг Норникеля (GMKN) на уровне Выше рынка Аналитики позитивно оценивают операционные результаты компании за 4 квартал 2021 года.,27536.0,16.0,Норникеля (GMKN),норникель,Positive,1
807,33545,https://t.me/cbrstocks,2022-01-24 16:39:32+00:00,Акции Яндекса упали на уровень доковидного февраля 2020 года,32050.0,246.0,Яндекса,яндекс,Negative,2
808,33567,https://t.me/cbrstocks,2022-01-24 11:22:46+00:00,Норникель (GMKN): операционные результаты за 2021 год Производство никеля 193 006 тонн (-18% г/г) Подробные результаты,26970.0,29.0,Норникель (GMKN),норникель,Negative,2
809,33601,https://t.me/cbrstocks,2022-01-21 14:43:24+00:00,Роснефть (ROSN) включила 3 открытых и 3 потенциальных месторождения на Карском шельфе в предпроектную оценку газового кластера — компания,23598.0,1.0,Роснефть (ROSN),роснефть,Positive,1
810,33663,https://t.me/cbrstocks,2022-01-21 07:38:11+00:00,"Алроса (ALRS): операционные результаты за 4 квартал Добыча алмазов 9.1 млн карат (+4% г/г) Индекс цен на алмазы — +4% за квартал, +12.5% за год Подробные результаты за 4 квартал и весь 2021 год",22022.0,15.0,Алроса (ALRS),алроса,Positive,1
811,33664,https://t.me/cbrstocks,2022-01-21 07:09:34+00:00,X5 Retail Group (FIVE) операционные результаты за 4 квартал Общие продажи 605.4 млрд руб (+14.9% г/г) Продажи в 2021 году составили 2.2 трлн руб (+11.4% г/г),22078.0,16.0,X5 Retail Group,x5,Positive,1
812,33702,https://t.me/cbrstocks,2022-01-20 11:02:45+00:00,НЛМК (NLMK): производственные результаты за 4 квартал Продажи сталепродукции 4.46 млн тонн (+7.6% кв/кв) Производство стали 4.54 млн тонн (+16% кв/кв),21936.0,20.0,НЛМК (NLMK),нлмк,Positive,1
813,33721,https://t.me/cbrstocks,2022-01-20 06:44:59+00:00,Цены на жилье в РФ в 2022 г вырастут на 6-10% – группа ВТБ,23108.0,177.0,ВТБ,втб,Negative,2
814,33773,https://t.me/cbrstocks,2022-01-19 09:20:54+00:00,Молдавия до 20 января выплатит аванс $38 млн Газпрому (GAZP) за 10 дней января — вице-премьер Молдавии,21752.0,10.0,Газпрому (GAZP),газпром,Neutral,0
815,33774,https://t.me/cbrstocks,2022-01-19 09:12:56+00:00,Газпром (GAZP) предупредил Молдавию о возможном отключении газа за неуплату в январе — премьер Молдавии. Премьер Молдавии намерена ввести чрезвычайное положение в области энергетики из-за риска прекращения поставок газа,21555.0,23.0,Газпром (GAZP),газпром,Negative,2
816,33790,https://t.me/cbrstocks,2022-01-19 07:36:47+00:00,"Предприятия Магнита (MGNT) выпустили рекордные 360 000 тонн продукции — компания Это на 17% больше, чем в 2020 году.",21568.0,6.0,Магнита (MGNT),магнит,Positive,1
817,33863,https://t.me/cbrstocks,2022-01-18 06:03:17+00:00,Яндекс планирует в этом году запустить в Сеуле доставку роботами-курьерами,21816.0,30.0,Яндекс,яндекс,Neutral,0
818,33881,https://t.me/cbrstocks,2022-01-17 14:43:40+00:00,"Газпром (GAZP) про СПГ: • Интенсивная монетизация газа Ямала через СПГ угрожает надежности газоснабжения России • Половина российского СПГ, чья себестоимость искусственно занижена льготами, идет в Европу и конкурирует с российским трубным газом.",22624.0,14.0,Газпром (GAZP),газпром,Negative,2
819,33968,https://t.me/cbrstocks,2022-01-14 07:25:01+00:00,"В 2014 году все бахнулось не по-детски Ткс в 4 раза сложился, Яндекс в 3 раза, Сбер и Газик ополовинились в баксах",19690.0,46.0,Яндекс,яндекс,Negative,2
820,33970,https://t.me/cbrstocks,2022-01-14 07:22:11+00:00,Магнит (MGNT) рассматривает покупку ритейлера Улыбка Радуги Улыбка радуги — федеральная сеть магазинов косметики и товаров для дома. Сеть насчитывает около 1000 магазинов в 27 регионах — половина в Москве.,20355.0,59.0,Магнит (MGNT),магнит,Positive,1
821,34009,https://t.me/cbrstocks,2022-01-13 10:47:12+00:00,Подробные предварительные производственные результаты Новатэка за 2021 год,20800.0,10.0,Новатэка,новатэк,Neutral,0
822,34010,https://t.me/cbrstocks,2022-01-13 10:44:43+00:00,Новатэк (NVTK) в 2021 году добыл 79.9 млрд кубов газа (+3.3% г/г),20569.0,6.0,Новатэк (NVTK),новатэк,Positive,1
823,34012,https://t.me/cbrstocks,2022-01-13 09:50:14+00:00,Сбер (SBER) пока не планирует повышать ставки по ипотеке Ранее: ВТБ с 11 января повышает ставку по ипотеке,22692.0,26.0,ВТБ,втб,Neutral,0
824,34168,https://t.me/cbrstocks,2022-01-10 06:01:52+00:00,"ВТБ с 11 января повышает ставку по ипотеке на 1 п. п., до 10.3%. Условия по госпрограмме не меняются.",23674.0,127.0,ВТБ,втб,Neutral,0
825,34257,https://t.me/cbrstocks,2022-01-05 08:10:43+00:00,На крупнейшем в Казахстане нефтегазовом месторождении Тенгиз рабочие продолжают забастовку Лукойл принадлежит 5% в проекте «Тенгиз»,21302.0,48.0,Лукойл,лукойл,Negative,2
826,34286,https://t.me/cbrstocks,2022-01-04 10:44:21+00:00,Акции Алроса могут вернуться к 135-145 на горизонте 6-12 месяцев — знаток Александр,19385.0,15.0,Алроса,алроса,Positive,1
827,34288,https://t.me/cbrstocks,2022-01-04 09:03:07+00:00,Газпром снижает транзит газа через Украину в Словакию 31 декабря — 83.9 млн кубометров 1 января — 49.5 млн кубов 2 января — 35.5 млн кубов 3 января — 26.1 млн кубов,57025.0,60.0,Газпром,газпром,Negative,2
828,34363,https://t.me/cbrstocks,2021-12-30 07:07:11+00:00,"Количество розничных акционеров банка ВТБ выросло за год на 71%, составив на 1 декабря 2021 года 577 тысяч — ВТБ",19900.0,8.0,ВТБ,втб,Positive,1
829,34385,https://t.me/cbrstocks,2021-12-29 11:52:19+00:00,Акционеры Татнефти одобрили дивиденды за 3 квартал 2021 9.9 руб на акцию. Дивиденд за 9 месяцев составляет 26.5 руб. Доходность за 3 квартал • ао — 2.01% • ап — 2.18%,19712.0,20.0,Татнефти,татнефть,Neutral,0
830,34394,https://t.me/cbrstocks,2021-12-29 08:12:05+00:00,"Тысяча ключевых сотрудников станут акционерами Сбера — компания 1000 ключевых сотрудников компании — от экспертов до вице-президентов, получат часть вознаграждения акциями Сбера. Долгосрочные программы мотивации для сотрудников, оказывающих ключевое влияние на общий результат, будут способствовать реализации амбициозных целей Стратегии Сбера 2023.",22508.0,131.0,Сбера,сбер,Positive,1
831,34450,https://t.me/cbrstocks,2021-12-27 13:44:41+00:00,Платежи Северстали (CHMF) по экспортным пошлинам в 2021 г составят около 25 млрд руб — глава совета директоров компании Алексей Мордашов,19371.0,5.0,Северстали (CHMF),северсталь,Neutral,0
832,34453,https://t.me/cbrstocks,2021-12-27 12:22:46+00:00,Объем суточных поставок газа из РФ в Китай обновил исторический рекорд — Газпром (GAZP),19228.0,15.0,Газпром (GAZP),газпром,Positive,1
833,34454,https://t.me/cbrstocks,2021-12-27 12:20:25+00:00,Суточные изъятия газа из хранилищ РФ на максимуме за 5 лет — Газпром,18934.0,8.0,Газпром,газпром,Negative,2
834,34498,https://t.me/cbrstocks,2021-12-24 11:12:34+00:00,"Европа отобрала из своих подземных хранилищ уже более 41% от объема газа, закачанного в этом году — Газпром",19558.0,6.0,Газпром,газпром,Neutral,0
835,34512,https://t.me/cbrstocks,2021-12-24 06:13:00+00:00,"Фокус недели Сегодня Газпром нефть (SIBN): последний день с дивидендом 40 руб за 9 месяцев США, Германия, Великобритания — выходной 27 декабря На Мосбирже (MOEX) стартуют торги фьючерсами на валютные пары с евро Великобритания — выходной 28 декабря Магнит (MGNT): последний день с дивидендом 294.37 руб за 9 месяцев Великобритания — выходной 29 декабря Россия: уровень безработицы (19:00 мск) 30 декабря Россия: индекс деловой активности в сфере услуг в декабре (09:00 мск) 31 декабря Россия, Германия, Япония — выходной",19495.0,8.0,Газпром нефть (SIBN),газпром,Positive,1
836,34522,https://t.me/cbrstocks,2021-12-23 10:58:49+00:00,"Газпром не бронирует поставки по газопроводу Ямал—Европа, потому что нет заявок из Европы — Путин",19566.0,6.0,Газпром,газпром,Neutral,0
837,34523,https://t.me/cbrstocks,2021-12-23 10:47:00+00:00,Газпром поставляет весь запрашиваемый объем газа — Путин,19529.0,2.0,Газпром,газпром,Neutral,0
838,34538,https://t.me/cbrstocks,2021-12-23 07:53:12+00:00,"Германия в 2021 году увеличила импорта газа Газпрома на 5.6 млрд кубов, Италия — на 4.1 млрд, Турция — на 10.5 млрд — СЕО компании Миллер",17101.0,11.0,Газпрома,газпром,Positive,1
839,34540,https://t.me/cbrstocks,2021-12-23 07:47:30+00:00,Газпром в 2021 году добудет 515 млрд кубометров газа — СЕО компании Миллер,17344.0,15.0,Газпром,газпром,Neutral,1
840,34548,https://t.me/cbrstocks,2021-12-23 05:11:07+00:00,"Фокус недели Сегодня Ежегодная пресс-конференция Владимира Путина США: базовые заказы на товары длительного пользования в ноябре (16:30 мск) США: заявки на пособие по безработице (16:30 мск) США: продажи нового жилья в ноябре (18:00 мск) 24 декабря Газпром нефть (SIBN): последний день с дивидендом 40 руб за 9 месяцев США, Германия, Великобритания — выходной 27 декабря На Мосбирже (MOEX) стартуют торги фьючерсами на валютные пары с евро Великобритания — выходной 28 декабря Магнит (MGNT): последний день с дивидендом 294.37 руб за 9 месяцев Великобритания — выходной 29 декабря Россия: уровень безработицы (19:00 мск) 30 декабря Россия: индекс деловой активности в сфере услуг в декабре (09:00 мск) 31 декабря Россия, Германия, Япония — выходной",19548.0,8.0,Газпром нефть (SIBN),газпром,Neutral,0
841,34555,https://t.me/cbrstocks,2021-12-22 13:55:39+00:00,Газпром сконцентрирован на выполнении норм дивполитики. Компания не намерена увеличивать выше 50% норму выплат дивидендов — замепред Садыгов,19344.0,13.0,Газпром,газпром,Neutral,0
842,34557,https://t.me/cbrstocks,2021-12-22 13:40:56+00:00,Газпром нефть (SIBN) в следующем году ожидает роста добычи более чем на 10% — самый высокий рост в истории компании — заместитель генерального директора по экономике и финансам Янкевич,18695.0,9.0,Газпром нефть (SIBN),газпром,Positive,1
843,34558,https://t.me/cbrstocks,2021-12-22 13:37:39+00:00,Газпром заложил в бюджет на 2022 год цену газа на экспорт $296 за тысячу кубов,18622.0,20.0,Газпром,газпром,Neutral,0
844,34574,https://t.me/cbrstocks,2021-12-22 08:37:25+00:00,"Акции Газпром нефти вышли из долгого накопления, пробив уровень сопротивления.",18150.0,21.0,Газпром,газпром,Positive,1
845,34584,https://t.me/cbrstocks,2021-12-22 05:30:19+00:00,Акции Газпрома отскочили от уровня поддержки и приблизились к 50-дневной скользящей. Пробой скользящей — бычий сигнал для акций.,18612.0,45.0,Газпрома,газпром,Negative,2
846,34585,https://t.me/cbrstocks,2021-12-22 05:02:05+00:00,"Фокус недели Сегодня Детский мир (DSKY): последний день с дивидендом 5.2 руб за 9 месяцев 2021 Великобритания: ВВП за 3 квартал 2021 (10:00 мск) США: ВВП за 3 квартал 2021 (16:30 мск) США: индекс доверия потребителей в декабре (18:00 мск) 23 декабря Ежегодная пресс-конференция Владимира Путина США: базовые заказы на товары длительного пользования в ноябре (16:30 мск) США: заявки на пособие по безработице (16:30 мск) США: продажи нового жилья в ноябре (18:00 мск) 24 декабря Газпром нефть (SIBN): последний день с дивидендом 40 руб за 9 месяцев США, Германия, Великобритания — выходной 28 декабря Магнит (MGNT): последний день с дивидендом 294.37 руб за 9 месяцев",19752.0,8.0,Газпром нефть (SIBN),газпром,Neutral,0
847,34627,https://t.me/cbrstocks,2021-12-21 08:18:29+00:00,Алроса (ALRS) увеличила прогноз добычи на 2022 год с 33-34 млн до 34-35 млн карат,17542.0,16.0,Алроса (ALRS),алроса,Positive,1
848,34631,https://t.me/cbrstocks,2021-12-21 07:26:34+00:00,Сбербанк в 2022 г запустит в пилотном режиме оплату онлайн-покупок по частям,19390.0,13.0,Сбербанк,сбер,Neutral,0
849,34636,https://t.me/cbrstocks,2021-12-21 05:01:12+00:00,"Фокус недели Сегодня 22 декабря Детский мир (DSKY): последний день с дивидендом 5.2 руб за 9 месяцев 2021 Великобритания: ВВП за 3 квартал 2021 (10:00 мск) США: ВВП за 3 квартал 2021 (16:30 мск) США: индекс доверия потребителей в декабре (18:00 мск) 23 декабря Ежегодная пресс-конференция Владимира Путина США: базовые заказы на товары длительного пользования в ноябре (16:30 мск) США: заявки на пособие по безработице (16:30 мск) США: продажи нового жилья в ноябре (18:00 мск) 24 декабря Газпром нефть (SIBN): последний день с дивидендом 40 руб за 9 месяцев США, Германия, Великобритания — выходной 28 декабря Магнит (MGNT): последний день с дивидендом 294.37 руб за 9 месяцев",19606.0,4.0,Газпром нефть (SIBN),газпром,Positive,1
850,34645,https://t.me/cbrstocks,2021-12-20 12:28:06+00:00,Газпром поставляет газ по Ямал-Европе в соответствии с контрактными обязательствами — компания,19135.0,1.0,Газпром,газпром,Neutral,0
851,34650,https://t.me/cbrstocks,2021-12-20 11:11:38+00:00,Газпром (GAZP) не забронировал дополнительные мощности для транзита через Украину. Для транзита через Польшу забронировано 19.26 млн кубов из предложенных 89.1 млн кубов.,20198.0,8.0,Газпром (GAZP),газпром,Neutral,0
852,34655,https://t.me/cbrstocks,2021-12-20 08:30:39+00:00,"НЛМК (NLMK) начал реконструкцию агрегата поперечной резки проката мощностью 800 тыс тонн в год Инвестиции в проект составят более двух 2 млрд рублей. Его реализация позволит расширить ассортимент продукции и выпускать листы сверхпрочной стали толщиной от 3 миллиметров до 25 миллиметров. Такой прокат используют для производства кузовов самосвалов, шасси грузовых автомобилей, строительной и другой спецтехники.",20928.0,24.0,НЛМК (NLMK),нлмк,Positive,1
853,34662,https://t.me/cbrstocks,2021-12-20 05:00:43+00:00,"Фокус недели Сегодня Самолет (SMLT): ВОСА об одобрении крупной сделки Куйбышевазот (KAZT): последний день с дивидендом 10 рублей за 9 месяцев 2021 Китай: базовая кредитная ставка НБК (04:30 мск) 22 декабря Детский мир (DSKY): последний день с дивидендом 5.2 руб за 9 месяцев 2021 Великобритания: ВВП за 3 квартал 2021 (10:00 мск) США: ВВП за 3 квартал 2021 (16:30 мск) США: индекс доверия потребителей в декабре (18:00 мск) 23 декабря Ежегодная пресс-конференция Владимира Путина США: базовые заказы на товары длительного пользования в ноябре (16:30 мск) США: заявки на пособие по безработице (16:30 мск) США: продажи нового жилья в ноябре (18:00 мск) 24 декабря Газпром нефть (SIBN): последний день с дивидендом 40 руб за 9 месяцев США, Германия, Великобритания — выходной 28 декабря Магнит (MGNT): последний день с дивидендом 294.37 руб за 9 месяцев",23342.0,19.0,Газпром нефть (SIBN),газпром,Neutral,0
854,34697,https://t.me/cbrstocks,2021-12-17 11:48:20+00:00,"Новатэк одобрил новую программу байбэк на $1 млрд, рассчитанную на 5 лет",16556.0,20.0,Новатэк,новатэк,Positive,1
855,34730,https://t.me/cbrstocks,2021-12-17 06:36:28+00:00,"Газпром нефть готова участвовать в проектах по добыче углеводородов, если поступит предложение — СЕО компании Дюков",17169.0,4.0,Газпром нефть,газпром,Neutral,0
856,34741,https://t.me/cbrstocks,2021-12-16 14:00:22+00:00,Прогноз активных пользователей Tinkoff Black — компания,18798.0,16.0,Tinkoff Black,тинькофф,Neutral,0
857,34746,https://t.me/cbrstocks,2021-12-16 13:15:36+00:00,Планируем и дальше продолжать диверсифицировать кредитный портфель — Тинькофф,17219.0,3.0,Тинькофф,тинькофф,Neutral,0
858,34757,https://t.me/cbrstocks,2021-12-16 10:23:55+00:00,Магнит (MGNT) в следующем году начнет строительство комплекса по выращиванию клубники и голубики Предприятие позволит выращивать 1324 тонны продукции в год.,18507.0,46.0,Магнит (MGNT),магнит,Positive,1
859,34767,https://t.me/cbrstocks,2021-12-16 08:22:11+00:00,Фосагро (PHOR) с 1 февраля повысит зарплаты работников группы на 12%,17720.0,39.0,Фосагро (PHOR),фосагро,Positive,1
860,34790,https://t.me/cbrstocks,2021-12-15 16:05:57+00:00,"«Газпром» выполнил обязательства по транзитному договору с Украиной за 2021 год. «Газпром» продолжает надежно поставлять газ своим европейским потребителям по различным маршрутам, в том числе через Украину. Сегодня компания выполнила обязательства по транзитному договору с Украиной. С начала года через ее территорию протранспортировано 40 млрд куб. м российского газа, что соответствует объему, предусмотренному транзитным договором на весь 2021 год.",18927.0,7.0,Газпром,газпром,Positive,1
861,34804,https://t.me/cbrstocks,2021-12-15 13:12:53+00:00,Количество частных клиентов Сбера уже превышает цели 2023 года — Греф,16834.0,14.0,Сбера,сбер,Positive,1
862,34813,https://t.me/cbrstocks,2021-12-15 11:15:52+00:00,Главный инженер управления капитального строительства АЛРОСА получил взятку более 4 млн рублей за помощь в заключении допсоглашения,17895.0,22.0,АЛРОСА,алроса,Negative,2
863,34823,https://t.me/cbrstocks,2021-12-15 09:00:31+00:00,Новатэк (NVTK) не стремится получить доступ к экспорту газа по трубопроводу и считает экспорт СПГ более эффективным — компания,17201.0,6.0,Новатэк (NVTK),новатэк,Neutral,0
864,34831,https://t.me/cbrstocks,2021-12-15 08:11:25+00:00,"Обычка Сургутнефтегаза (SNGS) растет более чем на 10% с открытия торгов. Вчера после закрытия основной сессии министр энергетики Шульгинов заявил, что кроме Роснефти, еще одна компания обратилась с просьбой допустить ее к экспорту газа.",17687.0,60.0,Роснефти,роснефть,Positive,1
865,34849,https://t.me/cbrstocks,2021-12-14 16:43:04+00:00,"Кроме Роснефти, еще одна компания обратилась с просьбой допустить ее к экспорту газа — Шульгинов",20760.0,17.0,Роснефти,роснефть,Neutral,0
866,34869,https://t.me/cbrstocks,2021-12-14 11:36:15+00:00,Роснефть (ROSN) выиграла аукцион на нефтяной участок Лемпинский-2 в ХМАО за 1.75 млрд руб,19803.0,6.0,Роснефть (ROSN),роснефть,Positive,1
867,34880,https://t.me/cbrstocks,2021-12-14 08:45:25+00:00,Ozon открыл в Москве первые мини-дарксторы с доставкой за 15 минут,19052.0,43.0,Ozon,озон,Neutral,0
868,34882,https://t.me/cbrstocks,2021-12-14 08:32:09+00:00,Физики сегодня сбрасывают портфели по маржинколлу Секретная съемка из офиса Тинькоф Инвестиций Спасибо Волку Максиму,17690.0,589.0,Тинькоф Инвестиций Спасибо Волку Максиму,тинькофф,Neutral,0
869,34921,https://t.me/cbrstocks,2021-12-13 11:03:13+00:00,Лукойл (LKOH) 6-10 декабря выкупил 132 457 акций и 245 269 расписок,18397.0,13.0,Лукойл (LKOH),лукойл,Neutral,0
870,34929,https://t.me/cbrstocks,2021-12-13 09:59:00+00:00,Газпром (GAZP) на этой неделе не будет предлагать спотовый газ на своей электронной платформе,17885.0,3.0,Газпром (GAZP),газпром,Negative,2
871,34944,https://t.me/cbrstocks,2021-12-13 08:12:54+00:00,Норникель планирует потратить на инвестиции в 2022 году порядка $4 млрд,18688.0,3.0,Норникель,норникель,Positive,1
